name,name_location,link,price,price_per_sqft,area,area_type,bedroom,bathroom,description,super_builtup,built_up,carpet_area,config_bedroom,config_bathroom,balcony,additional_rooms,price_text,floor,facing,overlooking,age,address,society,furnish_type,property_id,nearby_locations,furnish_details,features,rating,rating_list,status,Unnamed: 0
Kalpataru Crest,"2 BHK House for sale in Bhandup West, Mumbai",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kalpataru-crest-bhandup-west-central-mumbai-suburbs-788-sq-ft-r6-spid-W73103609,₹1.92 Cr,"₹24,365 /sqft",788 sqft,Carpet Area,2 BHK,2  Baths,"This 2 bhk apartment is available for sale in kalpataru crest, one of the most prominent projects for flats in bhandup west, central mumbai suburbs. Containing 2 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a carpet area of 788 sq.Ft. The property is located on the 18th floor of a 38 floors tall building. As the project is already ready to move, so you can easily move into th...",,,,,,,,,,,,,,,,,[],[],[],,{},Ready To Move,77.0
Vibrant Home,"1 BHK House for sale in Ulwe, Navi Mumbai",https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-ulwe-navi-mumbai-670-sq-ft-spid-I81129163,₹48 Lac,"₹7,164 /sqft",670 sqft,Built-up Area,1 BHK,1  Bath,"Check out this 1 bhk apartment for sale in vibrant home, a popular residential project that houses in-Demand flats in ulwe, navi mumbai. This residential flat is north-East-Facing direction. Containing 1 bedroom(s), 1 bathroom and 1 balcony, this flat is spread over a built up area of 670 sq.Ft. The residential building has 7 floors in total and the flat for sale is located on the 6th floor. An...",,,,,,,,,,,,,,,,,[],[],[],,{},Ready To Move,78.0
Provident Palmvista,"1 BHK House for sale in Shilphata, Navi Mumbai",https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-provident-palmvista-shilpata-navi-mumbai-395-sq-ft-spid-O80873719,₹42 Lac,"₹10,632 /sqft",395 sqft,Carpet Area,1 BHK,1  Bath,"Located in the popular residential address of shilphata, navi mumbai, provident palmvista is one of the most preferred destination for apartments in navi mumbai. This 1 bhk flat is your ticket to be a part of this community. This is a north-East-Facing property. The flat is over 453 sq.Ft. Carpet area and comes with 1 bedroom(s), 2 bathrooms and 1 balcony. The property is located on the 12th fl...",,,,,,,,,,,,,,,,,[],[],[],,{},Ready To Move,79.0
"Kalpataru Sunrise ,","2 BHK House for sale in Kolshet, Thane West",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kolshet-mumbai-thane-535-sq-ft-spid-J81071207,₹98 Lac,"₹18,317 /sqft",535 sqft,Carpet Area,2 BHK,2  Baths,"The property is vastu-Compliant and located opposite the grand central park. It offers a range of amenities, including a clubhouse, gym, library, kids' room, theater, snooker and billiards room, swimming pool etc and covered parking.",,,,,,,,,,,,,,,,,[],[],[],,{},Ready To Move,80.0
Sahyog Homes,"2 BHK House for sale in Oshiwara, Jogeshwari",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sahyog-homes-oshiwara-mumbai-andheri-dahisar-570-sq-ft-spid-G81584245,₹1.65 Cr,"₹28,947 /sqft",570 sqft,Carpet Area,2 BHK,2  Baths,"This 2 bhk flat is located in sahyog homes, which houses some of the most spacious flats in oshiwara, western mumbai. This residential flat is east-Facing direction. The flat occupies a carpet area of 570 sq.Ft. That consists of 2 bedrooms, 2 bathrooms . This flat lies on the lower ground level of a 37 storey building. This is a ready to move project and the property is 0-1 year old. The marble...",,,570.0,2 Bedrooms,2 Bathrooms,No Balcony,,1.65 Crore,20th   of 37 Floors,East,Main Road,0 to 1 Year Old,"Sahyog Homes Oshiwara, Jogeshwari",,Unfurnished,G81584245,"['Crystal Plaza', 'Mega Mall Parking', 'Hanuman Temple', 'Noor Masjid', 'Ambey Maatha Mandir', 'Hdfc bank ATM', 'State bank of india ATM', 'Ruby Hospital', 'Fathima Children Hospital & Criticare Centre', 'Noor Nursing Home', 'Shivam Netram Eye Hospital', 'Orbit Eye Hospital Mumbai', 'City Hospital', 'Linkway Nursing Home and Polyclinic', 'Millat Dialysis Center', 'Diamond Hospital', 'Dr Shah Piles Clinic', 'My Dentist', 'Vital Care Centre', 'Pooja Hospital Mumbai', 'Mohan Medicare', 'Shri Balaji Medical and General Store', 'Oshiwara Bus Depot', 'Goregaon Bus Depot', 'SK CNG Gas Station', 'Sweet Corner', 'Lucky Biryani', 'Eden Goodness Cafe', ""Shreeji's"", 'Zoodles', 'Tea villa', 'Baba Ka Dhaba', 'Nagori Irani Chai', 'Maroosh', 'Mamagoto', 'Brew Bot', 'Cafe Coffee Day', 'Golden Fork', 'Loco Chino', 'Chinese Express', 'Mainland China', 'M Town Cafe', 'Roti Punjab', 'Taste Of Ganges', 'Off The Grid', 'Mango Forest Juice Bar', 'Marble the Arc', 'Goenka School', 'HVPS College', 'Ram mandir railway station']",[],"['Security / Fire Alarm', 'Lift(s)', 'Swimming Pool', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM']",3.8,"{'Lifestyle': 3.9, 'Connectivity': 3.9, 'Environment': 3.6, 'Safety': 3.6}",Ready To Move,81.0
Park Mist,"3 BHK House for sale in Dadar West, Mumbai",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-park-mist-dadar-west-south-mumbai-931-sq-ft-r6-spid-N73936877,₹5 Cr,"₹53,706 /sqft",930 sqft,Carpet Area,3 BHK,2  Baths,"This 3 bhk flat is located in park mist, which houses some of the most spacious flats in dadar west, mumbai south. This residential flat is south-Facing direction. The floor plan additionally contains 3 bedroom(s), 2 bathrooms and 2 balconies. All in all, the flat is spread over a carpet area of 931 sq.Ft. The property is located on the 28th floor of a 46 floors tall building. As the property i...",,,930.98,3 Bedrooms,2 Bathrooms,2 Balconies,Study Room,5 Crore,27th   of 46 Floors,South,Main Road,Under Construction,"Park Mist Dadar West, Mumbai",Park Mist,Semifurnished,N73936877,"['I. E. S. Modern School', 'L. Podar School', 'Bombay Scottish School', 'P.D. Hinduja Hospita', 'SL Raheja Hospital', 'KEM Hospital', 'ITC Grand Central']","['2 AC', '1 Modular Kitchen']","['Intercom Facility', 'Lift(s)', 'Park', 'Piped-gas', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Club house / Community Center', 'Waste Disposal', 'Rain Water Harvesting']",4.3,"{'Lifestyle': 4.3, 'Connectivity': 4.4, 'Environment': 4.0, 'Safety': 4.2}",Under Construction,82.0
Kalyan Residency,"1 BHK House for sale in Kalyan West, Thane",https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-kalyan-residency-kalyan-west-mumbai-beyond-thane-384-sq-ft-npspid-C81415943,₹30.99 Lac,"₹8,070 /sqft",384 sqft,Carpet Area,1 BHK,,"Experience a new style of living with Kalyan Residency. It offers an exclusive range of 1 BHK apartments in Kalyan West, Thane Outskirts. Here is a steal deal for you. Book your 1 BHK apartment here at a never before price of Rs. 30.99 Lac. The unit has a carpet area of 384.0 sq. ft. This is an under construction project. It has been designed keeping every small to large needs of residents in c...",,,,,,,,,,,,,,,,C81415943,"['Thakurli Railway Station', 'Kongaon Metro Station', 'Metro Junction Mall', 'NH 61', 'Cardinals International School', 'University of Mumbai', 'Ved Hospital', 'Chhatrapati Shivaji Maharaj Int Airport', 'CC Avenue business park', 'Tip Top Plaza', 'Suraj Water Park', 'Mankoli Stadium']",[],[],4.3,"{'Lifestyle': 4.2, 'Connectivity': 4.4, 'Environment': 4.1, 'Safety': 4.2}",Under Construction,83.0
Wadhwa Pristine,"2 BHK House for sale in Mahalaxmi Sindhi Colony, Matunga, Mumbai",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-wadhwa-pristine-mahalaxmi-sindhi-colony-mumbai-south-760-sq-ft-r2-spid-L77104697,₹4.5 Cr,"₹59,165 /sqft",760 sqft,Carpet Area,2 BHK,2  Baths,"This beautiful 2 bhk flat in mahalaxmi sindhi colony, mumbai south is situated in wadhwa pristine, one of the popular residential society in mumbai south. This residential flat is east-Facing direction. Containing 2 bedroom(s), 2 bathrooms, this flat is spread over a built up area of 762 sq.Ft. The residential building has 38 floors in total and the flat for sale is located on the 9th floor. Th...",,,,,,,,,,,,,,,,,[],[],[],,{},Ready To Move,84.0
Rizvi Victory House,"2 BHK House for sale in Mahim West, Mumbai",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-rizvi-victory-house-mahim-west-south-mumbai-712-sq-ft-r1-spid-J77949511,₹3.6 Cr,"₹50,561 /sqft",712 sqft,Carpet Area,2 BHK,2  Baths,"Looking for a 2 bhk property for sale in mumbai south? Buy this 2 bhk flat in rizvi victory house that is situated in mahim west, mumbai south. This is a west-Facing property. Containing 2 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a carpet area of 712 sq.Ft. This flat is situated on the 13th floor of this 15 floors tall residential building. An added advantage of this 10+ ...",,,,,,,,,,,,,,,,,[],[],[],,{},Ready To Move,85.0
Aashapura Crown City,"1 BHK House for sale in Khadakpada, Kalyan West",https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-aashapura-crown-city-khadakpada-mumbai-beyond-thane-630-sq-ft-spid-C81488017,₹40 Lac,"₹6,349 /sqft",630 sqft,Built-up Area,1 BHK,2  Baths,"Located in the popular residential address of khadakpada, thane outskirts, aashapura crown city is one of the most preferred destination for apartments in thane outskirts. This 1 bhk flat is your ticket to be a part of this community. This property faces the east direction. Containing 1 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a built up area of 630 sq.Ft. The property ...",,630.0,435.0,1 Bedroom,2 Bathrooms,2 Balconies,,40 Lac,6th   of 7 Floors,East,"Pool,Park/Garden,Club,Main Road",5 to 10 Year Old,"Aashapura Crown City Khadakpada, Kalyan West",Aashapura Crown City,Unfurnished,C81488017,"['Shree Ram Mandir', 'Kali Masjid', 'Shwaas Multispeciality Hospital', 'Tanmay Health Care', 'Aayush Hospital', 'Anand Nursing Home', 'Lotus Maternity Home and Child Surgery Center', 'Pratibha Hospital', ""Kilbil Children's Hospital"", 'Cauvery Uroderm Centre', 'The Kalyan Hospital and Iccu', 'Bhoir Hospital', 'Sushrut Nursing Home', 'Wellspring Clinic', 'Gurukripa Criticare Hospital Kalyan', 'Sai Prasad Nursing Home and Scu', 'Jagannath hospital', 'Sai Sanjivani Criticare Hospital', 'National Hospital', 'Apex Hospital', 'Katkar Hospital', 'Phadke Hospital', ""Social Service League Kalyan's Charitable Eye and General Hospital"", 'Sampada Hospital', 'Sai Shraddha Nursing Home', 'Om Hospital', ""Dr. Sundeep D. Jadhav's Nursing Home"", 'Shelar Hospital', 'Dr Shahs Laser Eye Institute', 'Ved Hospital', 'Dombivli nagari sahakari bank ltd.', 'Acharya Atre Rangmandir', ""McDonald's"", 'Regal College']",[],"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Recently Renovated', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",4.4,"{'Lifestyle': 4.3, 'Connectivity': 4.5, 'Environment': 4.2, 'Safety': 4.4}",Ready To Move,86.0
Hiranandani Eagleridge,"2 BHK House for sale in Hiranandani Estate, Thane",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-hiranandani-eagleridge-hiranandani-estate-mumbai-thane-710-sq-ft-spid-J80720961,₹2.3 Cr,"₹32,394 /sqft",710 sqft,Carpet Area,2 BHK,2  Baths,"Located in the popular residential address of hiranandani estate, thane, hiranandani eagleridge is one of the most preferred destination for apartments in thane. This 2 bhk flat is your ticket to be a part of this community. The flat is facing the east direction. The flat occupies a carpet area of 710 sq.Ft. That consists of 2 bedrooms, 2 bathrooms . The flat has a total of 34 floors and this p...",,,,,,,,,,,,,,,,,[],[],[],,{},Ready To Move,87.0
Alliance the viev,"3 BHK House for sale in Ghansoli, Navi Mumbai",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ghansoli-navi-mumbai-1300-sq-ft-spid-N81262157,₹2.51 Cr,"₹19,307 /sqft","1,300 sqft",Carpet Area,3 BHK,3  Baths,"This 3 bhk flat is located in alliance the viev, which houses some of the most spacious flats in ghansoli, navi mumbai. The flat is facing the east direction. Constructed on a carpet area of 1300 sq.Ft., the flat comprises 3bedroom(s), 3bathrooms and 1 balcony. This flat is situated on the 5th floor of this 45 floors tall residential building. The flat is currently under construction stage and ...",,,1300.0,3 Bedrooms,3 Bathrooms,1 Balcony,Store Room,2.51 Crore,10th   of 45 Floors,East,"Park/Garden,Sea facing,Main Road",Mar 2029,"Alliance the viev  Ghansoli, Navi Mumbai",,Unfurnished,N81262157,"['Jai Bhawani Dainandin Bazaar', 'Visheshwar Mandir', 'Chikaleshwar Mandir', 'Jama Masjid', 'Divine Multispecialty Hospital and Research Centre', 'Dr Manes Gawali Hospital', 'Dr.Mahajan Hospital and Industrial Trauma Center', 'Sai Snehdeep Hospital', 'Parulekar Hospital', 'KRYPTON Heritage Health Care', 'Criti Care Iccu Multispeciality and Trauma Centre', 'Jasmine Hospital And Wow Clinic', 'NMMC Hospitals', ""Dr. Doke's Shraddha Hospital"", 'Dr. Dive S Eye Clinic', 'Asha Hospital and Iccu', 'Mathadi Hospital', 'Disha Hospital', 'Suruchi Eye Centre', 'Gandhi Hospital - Navi Mumbai', 'Aayush Multispeciality Hospital', 'Om Gagangiri Hospital Thane', 'Vedaant Multispeciality Hospital', 'LOMA IT PARK', 'Sigma IT Park', 'Airoli Bus Depot', 'Mahanagar Gas CNG pump', 'Uco bank', ""McDonald's"", 'Sainidhi', 'Smt. Sushiladevi Deshmukh Vidyalaya', 'Rabale railway station', 'Ghansoli railway station']",[],"['Security / Fire Alarm', 'Maintenance Staff', 'False Ceiling Lighting', 'Swimming Pool', 'Park', 'Piped-gas', 'Visitor Parking', 'Shopping Centre', 'Fitness Centre / GYM', 'Water softening plant']",4.1,"{'Lifestyle': 4.2, 'Connectivity': 4.1, 'Environment': 4.0, 'Safety': 3.9}",Under Construction,88.0
Eternia by Oberoi Realty,"3 BHK House for sale in Mulund West, Mumbai",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-eternia-by-oberoi-realty-mulund-west-central-mumbai-suburbs-1153-sq-ft-r4-spid-X73385895,₹3.3 Cr,"₹31,458 /sqft","1,153 sqft",Built-up Area,3 BHK,3  Baths,"Eternia by oberoi realty is one of central mumbai suburbs's most sought after destination for apartments and this 3 bhk flat in mulund west is your opportunity to be a part of this community. This is a north-East-Facing property. Constructed on a built up area of 1153 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms . The property is located on the 26th floor of a 60 floors tall building. B...",,1153.0,1049.0,3 Bedrooms,3 Bathrooms,No Balcony,Store Room,3.3 Crore,26th   of 60 Floors,North-East,Others,1 to 5 Year Old,"Eternia by Oberoi Realty Mulund West, Mumbai",Eternia by Oberoi Realty,Unfurnished,X73385895,"['MULUND STATION', 'Proposed Metro Station', 'R Mall, Mulund', 'Eastern Express Highway', 'Next School', 'Kalina University of Mumbai', 'Hira Mongi Navneet Hospital', 'Chhatrapati Shivaji Maharaj  Airport', 'O2 Business Commercial Park', 'The Westin Mumbai Powai', 'Tikuji-ni-Wadi', 'Dadoji Konddev Stadium, Thane']",[],"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Centrally Air Conditioned', 'Swimming Pool', 'No open drainage around', 'Park', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Fitness Centre / GYM', 'Club house / Community Center']",4.1,"{'Connectivity': 4.1, 'Green Area': 4.1, 'Amenities': 4.2, 'Management': 4.0, 'Construction': 4.1}",Ready To Move,89.0
Malabar Apartments,"1 BHK House for sale in Malabar Hill, Mumbai",https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-malabar-apartments-malabar-hill-south-mumbai-720-sq-ft-r1-spid-O80009983,₹2.75 Cr,"₹45,833 /sqft",720 sqft,Super Built-up Area,1 BHK,1  Bath,"Malabar apartments is one of the most popular destination for buying apartments/ flats in malabar hill, mumbai south. You too can be a part of this society by purchasing this 2 bhk flat here. The floor plan additionally contains 2 bedroom(s), 1 bathroom . All in all, the flat is spread over a super built up area of 720 sq.Ft. This flat is situated on the 1st floor of this 7 floors tall resident...",,,,,,,,,,,,,,,,,[],[],[],,{},Ready To Move,90.0
Lok Upvan Phase 2,"2 BHK House for sale in Vasant Vihar, Thane West",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-lok-upvan-phase-2-vasant-vihar-mumbai-thane-825-sq-ft-r2-spid-K76576013,₹1.3 Cr,"₹15,757 /sqft",825 sqft,Built-up Area,2 BHK,2  Baths,"Looking for a 2 bhk property for sale in thane? Buy this 2 bhk flat in lok upvan phase 2 that is situated in vasant vihar, thane. This residential flat is east-Facing direction. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a built up area of 825 sq.Ft. The residential building has 7 floors in total and the flat for sale is loc...",,,,,,,,,,,,,,,,,[],[],[],,{},Ready To Move,91.0
Rai Tulip,"2 BHK House for sale in Kalyan East, Thane",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-rai-tulip-kalyan-east-mumbai-beyond-thane-646-sq-ft-to-669-sq-ft-npspid-W79365175,₹72.55  - 88.71 Lac,"₹12,288 /sqft",646-669 sqft,Carpet Area,2 BHK,,"Book your 2 BHK apartment in Kalyan East, Thane Outskirts at a price ranging from Rs. 72.55 Lac to Rs. 88.72 Lac. The Rai Tulip hosts exclusively designed 2 towers, each presenting an epitome of class and simplicity. The residential apartments have a carpet area of 646.0 sq. ft. to 669.0 sq. ft. and are a ready to move. With an impressive layout and a comprehensive range of amenities, like Park...",,,,,,,,,,,,,,,,W79365175,"['Kalyan Station', 'Kongaon Metro', 'Metro Mall', 'Reliance Smart Point', 'Kalyan - Badlapur Road', 'National Express Highway', 'Arya Gurukul School', 'Kidzee', 'Swaraj Business Hub', 'GNP galaxy', 'Hotel Mejwani']",[],[],3.3,"{'Connectivity': 3.6, 'Green Area': 3.1, 'Amenities': 3.3, 'Management': 3.1, 'Construction': 3.3}",Ready To Move,92.0
